First Name,Last Name,Gender,Imprint,Trade,Additional Print Agent (STC),Title Page Author,Author First Name,Author Last Name,Additional Authors,Title,Alternate Titles,Genre,Year,Total Paratexts,Paratext Title,Paratext Type,Dedicatee,Assumed Dedicatee Gender,Illustration,STC No,Additional Paratexts,Notes,Copy From,Source
John,Legate,Male,"Printed by John Legate, printer to the Universitie of Cambridge. 1608. And are to be sold at the signe of the Crowne by Simon Waterson",Printer,,M. W. Perkins,William,Perkins,,"The workes of that famous and worthie minister of Christ, in the Universitie of Cambridge, M. W. Perkins The first volume: newly corrected according to his owne copies. With distinct chapters, and contents of euery booke, and two tables of the whole: one, of the matter and questions, the other of choice places of Scripture.",The Works of that Famous and Worthy Minister of Christ,Religion | Theology,1608-1609,17,"The Printer to the Reader | The contents | The contents of the booke | The contents of the booke (2) | An alphabeticall table of the chiefe points and questions handled in this whole volume | A table of choice places of Scripture, explained or vindicated from the adversarie in this volume",To the Reader | Table of Contents,,,No,19649,"To the Christian reader (W. Perkins) | To the right honourable, Edward Lord Russel, earle of Bedford, grace and peace (W. Perkins) | To the right honorourable Edward, Lord Russell earle of  Bedford, grade and peace bee mutiplied (William Perkins) | An advertisement to the reader | To the right worshipfull and my Christian friend master Valentine Knightly, esquire, one of her majesties Justices of peace in Northampton-shire (William Perkins) | To the Christian Reader | To the godly reader (W. Perkins) | To the right honorable and vertuous ladie, the ladie Lucie, counesse of Bedford (W. Perkins) | An addition of things that came to my mind afterwards | To the right honorable sir William Piryam knight, lord chiefe baron of her majesties exchequer (W. Perkins) | To the right worshipfull, sir William Bowes knight &tc, grace and peace (William Perkins) | The author to the Christian reader | To the reader (W. Perkins) |To the right honourable, lord Henrie earle of Kent, lord of Hasting, Weisford, and Ruthyn (W. Perkins) | To the reader | To the right worshipfull sir Edward Dennie, knight | To the worshipful master Robert Taillor esquire, one of the Tellers in her majesties exchequer, my very good friend (T. P.)",,Folger Shakespeare Library,EEBO
John,Orphinstrange,Male,Imprinted at London: By T. C. for Iohn Orphinstraunge,Bookseller,Thomas Cotes,,John,Orphinstraunge,,The blessed publicane Briefly shewing foorth the happy estate of humble repentant sinners. Written by John Orphinstraunge.,,Devotional,1625-1630,1,"To the right honorable, sir Julius Caesar",Dedication,,,No,18854,,,Folger Shakespeare Library,EEBO
Henry,Dabbe,Male,Printed by Robert Wyer for Henry Dabbe and Rycharde Banckes,Bookseller,Robert Wyer,Guydo,Guy,de Chauliac,,"The questyonary of Cyrurgyens, with the formulary of lytell Guydo in Cyrurgie, with the spectacles of Cyrurgyens newly added, with the fourth Boke of the Terapentyke, or Methode curatyfe of Claude Galyen prynce of Physyciens, with a Synguler treaty of the cure of vlceres, newely Enprynted at London, by me Robert wyer, And be for to sell in Poules Churcheyarde, at the sygne of Iudyth. Cum priuilegio ad imprimendum solum",The Questionary of Cirguries,Medicine,1542,2,To the Reader,To the Reader,,,No,12468,Robert Copland the translatour herof to the Reders,"The closing note ""To the Reader"" is presumed to be Dabbe by Williams. It appears to be the preface to another volume not included in the EEBO scanned version. Imprint appears in the colophon.",British Library,EEBO
William,Salisbury,Male,"London: By Henry Denham, for Humfrey Toy, dwellyng at the sygne of the Helmet in Paules church yarde",Author,Humphrey Toy | Henry Denham,W. Salesbury,William,Salesbury,,"A playne and a familiar introductio[n], teaching how to pronounce the letters in the Brytishe tongue, now commonly called Welshe wherby an Englysh man shall not onely wyth ease reade the sayde tonge rightly: but marking the same wel, it shal be a meane for hym wyth one labour to attayne to the true pronounciation of other expedient and most excellene languages. Set forth by w. Salesbury, 1550. And now 1567, pervsed and augme[n]ted by the same. This treatise is most requisite for any man, yea though he can indifferently well reade the tongue, who wyl be thorowly acquainted with anie péece of translation, wherein the sayd Salesbury hath dealed.","Briefe and a playne introduction, teachyng how to pronounce the letters of the British tong",Linguistics,1567,3,To my loving friende maister Humfrey Toy (W. Salesbury),To the Stationer,Humphrey Toy,Male,No,21615,"To hys loving friende maister Richard Colyngborne, Wylliam Salesburie wysheth prosperous health and perfect felicitie | Wyllyam Salesbury to the Reader",,The Huntington Library,EEBO
Thomas,Vautrollier,Male,Edinburgh: By Thomas Vautrollier,Printer,,M. Henry Balnaves,Henry,Balnaves,John Knox,"The confession of faith contending how the troubled man should seeke refuge at his God, thereto led by faith: with the declaratio[n] of the article of iustification at length. ... Compiled by M. Henry Balnaues of Halhill, & one of the Lords of session, and Counsell of Scotland, being as prisoner within the old pallaice of Roane: in the yeare of our Lord. 1548. Direct to his faithfull brethren, being in like trouble or more. And to all true professours, and sauourers of the syncere worde of God.",,Religion,1584,3,"To the right honourable, and Vertuous Ladie, Alison Sandilands, Lady of Hormistoun: Thomas Vautrollier, her humble Servitour; wisheth grace, and peace, in Christ Jesus.",Dedication,"Alison of Calder, Lady Cockburn of Ormiston, Sandilands",Female,No,1340,"John Knox, the bound Seruant of Jesus Christ, unto his best beloved brethren, of the congregation of the Castle, of S. Andrewes. And to all professours of Christs true Evangell, desireth grace, mercy, & peace, from God the Father, with perpetuall consolation of the holy spirite | The author, unto the faithful readers",,British Library,EEBO
Thomas,Vautrollier,Male,Imprinted at London: By Thomas Vautrollier dwelling in the Black-friers neare Ludgate,Printer,,John de l'Espine,Jean,de L'Espine,,"An excellent and learned treatise of apostasie made by the most reverend and godly learned man M. John de l'Espine minister of the word of God in the churche of Angers in the dukedome of Anjou. Directed against the apostates in the churches of France. Written first in the French tongue by the author him selfe, and now faithfully translated into English. The contentes of the booke appeare in the page following",,Religion,1587,2,"To the right worshipfull maister Thomas Randolph esquire, maister and comptrouller of her majesties posts, and one of the chamberlaines of her highnesse exchequer: Thomas Vautrollier printer, wisheth prosperitie in this life, and the ioyes of the life to come",Dedication,Thomas Randolph,Male,No,15511a,To the reader,,British Library,EEBO
Jacqueline,Vautrollier,Female,Imprinted at London: By J. Vautrollier for Richard Field,Printer,Richard Field,Richard Leigh,William,Burghley,Richard Leigh,"La copie d'une lettre en voyee d'Angleterre a Dom Bernardin de Mendoze ambasladeur en France pour le Roy d' Espagne Par laquelle est declare l'estat du roiaume d'Angleterre, contre l'attente de Dom Bernardin & de tous ses partizans Espagnols & aultres. Encores que ceste lettre sust enuoiée à Dom Bernardin de Mendoze, toutesfois de bon heur, la copie d'icelle, tant en Anglois qu'en Francois, a efte ́trouuée en la chambre de Richard Leygh seminaire, lequel n'agueres sur executé pour crime de leze-Maiesté & trahison commise au temps que l'aremée d'Espagne estoit en mer.","The copie of a letter sent out of England to Don Bernardin Mendoza ambassadour in France for the King of Spaine declaring the state of England, contrary to the opinion of Don Bernardin, and of all his partizans Spaniardes and others. This letter, although it was sent to Don Bernardin Mendoza, yet, by good hap, the copies therof aswell in English as in French, were found in the chamber of one Richard Leigh a seminarie priest, who was lately executed for high treason committed in the time that the Spanish Armada was on the seas. Whereunto are adioyned certaine late aduertisements, concerning the losses and distresses happened to the Spanish nauie, aswell in fight with the English nauie in the narrow seas of England, as aIso [sic] by tempests, and contrarie winds, vpon the west, and north coasts of Ireland, in their returne from the northerne isles beyond Scotland",History,1588,1,L'Imprimeur au lecteur,To the Reader,,,No,15414.2,,Note to the reader appears only in French version. See STC 15412 and 15414.4 for other copies without the preface.,Bodleian Library,EEBO
Nicholas,Vavasour,Male,"London: Printed for Nicholas Vavasour, and are to be sold at his shop in the Temple, neere the Church",Bookseller,John Beale,S. R.,,,,"The noble souldier. Or, A contract broken, justly reveng'd A tragedy. Written by S.R.",,Drama,1634,1,The printer to the reader (N. V.),To the Reader,,,No,21416,,,The Huntington Library,EEBO
Abraham,Vele,Male,"London: By Abraham Vele, dwellinge in Pauls churchyarde, at the signe of the Lambe",Printer,Richard Tottel,Thomas More,Thomas,More,Ralph Robinson,"A frutefull pleasaunt, wittie worke, of the beste state of a publique weale, and of the newe yle, called Utopia: written in Latine, by the right worthie and famous Syr Thomas More knyght, and translated into Englishe by Raphe Robynson, sometime fellowe of Corpus Christi College in Oxford, and nowe by him at this seconde edition newlie perused and corrected, and also with divers notes in the margent augmented",Utopia,Prose | Literature,1556,3,The Printer to the Reader,To the Reader,,,No,18095,The translator to the gentle reader | Thomas More to Peter Giles sendeth greetyng,,The Huntington Library,EEBO
Thomas,Walkley,Male,London: Printed by T. W.,Stationer,,,Godfrey,Goodman,,"The fall of Adam from paradice prooved by naturall reason, and the grounds of phylosophy: published some twenty yeares since and now set fourth by the same coppy",,Religion,1629,3,R. P. his letter to the Stationer,To the Stationer,T. W. (R. P. ),Male,No,12026,My lords letter to R. P. (Godfr. Glou.) | The author to the reader (G. G. ),Williams conjectures stationer to be Thomas Walkley.,British Library,EEBO
Matthew,Walbancke,Male,"London: Printed by Robert Raworth, for Mathewe Walbancke",Bookseller,Robert Raworth,Michael Drayton | John Tryssell | William Durham | William Denny | Thomas Randall | Ben Johnson | John Dover | Owen Feltham | Francis Izod | Nicholas Wallington | John Ballard | Timothy Ogle | William Bellas | Thomas Cole | William Basse | Captaine Menese | William Cole | Ferriman Rutter | John Stratford | Thomas Stanford | Robert griffin | John Colf | Robert Durham | John Monson | Walton Poole | Richard Wells | William Forth | Shack: Marmyon | Thomas Heywood,Anonymous,,,Annalia Dubrensia Vpon the yeerely celebration of Mr. Robert Dovers Olimpick games vpon Cotswold-hills. Written by Michaell Drayton. Esq. John Trussell. Gent. ... Thomas Heywood. Gent.,,Poetry,1636,1,To my worthy friend Mr. Robert Dover (Mat. Walbancke),Dedication,Robert Dover,Male,Yes,24954,,,The Huntington Library,EEBO
Robert,Walker,Male,"London: Printed by Thomas Judson, for Tobie Cooke, and Robert Walker",Bookseller,Tobie Cooke | Thomas Judson,George Gyffard,George,Gifford,,"Foure sermons vpon severall partes of scripture, preached by George Gyffard, preacher of the worde, at Maudlin in Essex",,Religion,1598,1,"To the right honorable worshipfull Master Edward Lewkenor esquire, one of her majesties justices of the peace in the countie of Suff. and to the right vertuous and christian Gentlewoman, Mistris Susan Lewken or his wife, grace with all aboundant blessings of this life, and the life to come (Robert Walker)",Dedication,Edward Lewkenor | Susan Lewken,Male | Female | Couple,Yes,11859,,,Bodleian Library,EEBO
Thomas,Walkley,Male,"London: Printed for Thomas Walkley, and are to be solde at his shoppe, at the signe of the Eagle and Childe, in Brittaines Bursse",Bookseller,Nicholas Okes,Francis Beaumont | John Fletcher,Francis,Beaumont,John Fletcher,"Philaster. Or, love lies a bleeding As it hath beene diverse times acted, at the Globe, and Blacke-Friers, by his majesties seruants. Written by Francis Beaumont and John Fletcher Gent.",Philaster,Drama,1622,1,To the Reader (Thomas Walkley),To the Reader,,,No,1682,,,Folger Shakespeare Library,EEBO
